Cz,Pz,PO7,PO5,PO3,POz,PO4,PO6,PO8,O1,Oz,O2
0.05508122518246203,0.03210474513588398,0.07829743306534313,0.08270196395740448,0.034708541693753286,0.0391030266909126,0.06119700850074913,0.12504377813306042,0.12877745348266068,0.1099486786947525,0.08991919459310961,0.11818685641141999
0.09186928653567736,0.08766351816121727,0.14454529283658196,0.14686686322655867,0.10287585942905984,0.04121003473211572,0.043818063266341925,0.15770512295985245,0.16427912647253687,0.15192114007804625,0.11454975093994436,0.15578759379747315
0.06806154069377031,0.07825084157164909,0.12633468782493548,0.13707939479061182,0.17441058386055128,0.055721436203386904,0.2247940565004497,0.022143743383899937,0.007928714790492964,0.01512104641160131,0.12856909797281144,0.06075470839969201
0.07228643416073907,0.02273800387842937,0.14686844801580895,0.18204168097423293,0.09469875487173289,0.033838781088812754,0.1315100559312868,0.07630012761263019,0.09022492694822866,0.07934123994905026,0.08138437192357456,0.10566287837422483
