Pz,PO5,PO3,POz,PO4,PO6,O1,Oz,O2
0.03210474513588398,0.08270196395740448,0.034708541693753286,0.0391030266909126,0.06119700850074913,0.12504377813306042,0.1099486786947525,0.08991919459310961,0.11818685641141999
0.08766351816121727,0.14686686322655867,0.10287585942905984,0.04121003473211572,0.043818063266341925,0.15770512295985245,0.15192114007804625,0.11454975093994436,0.15578759379747315
0.10665308579976329,0.1260823265295902,0.15642635340857192,0.12768581251117578,0.11686126498590367,0.10320416922482488,0.04124422394667924,0.08808566348519095,0.08427428396286701
0.09824364879699299,0.1060374799841079,0.02182724750728051,0.05127184450868115,0.032200075836800825,0.10466594093326963,0.11077793816005023,0.04792842350339306,0.14030260955694923
